 	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	Label not available                                                                                                                                                                                                                                                                                         	
Period	EenegyConsumed                          	EnergyGenerated                         	PMV                                     	CO2emissions                            	
      +1	 +0.2583752246374117E+004	 +0.0000000000000000E+000	 -0.6013517139218625E+000	 +0.2583752246374117E+004	
      +2	 +0.2732858616635823E+004	 +0.0000000000000000E+000	 -0.3253536191479561E+000	 +0.2732858616635823E+004	
      +3	 +0.2763668364919356E+004	 +0.0000000000000000E+000	 -0.3253277601734752E+000	 +0.2763668364919356E+004	
      +4	 +0.2633939380556059E+004	 +0.0000000000000000E+000	 -0.2724815771178127E+000	 +0.2633939380556059E+004	
      +5	 +0.2649464173585263E+004	 +0.0000000000000000E+000	 -0.2753254893952331E+000	 +0.2649464173585263E+004	
      +6	 +0.2558261795576680E+004	 +0.0000000000000000E+000	 -0.2396896465961343E+000	 +0.2558261795576680E+004	
      +7	 +0.2566852281213940E+004	 +0.0000000000000000E+000	 -0.2402722799450853E+000	 +0.2566852281213940E+004	
      +8	 +0.2632717861716201E+004	 +0.0000000000000000E+000	 -0.2695176971282210E+000	 +0.2632717861716201E+004	
      +9	 +0.2605755965580954E+004	 +0.6015419415260770E+003	 -0.2987191331111108E+000	 +0.2004214024054877E+004	
     +10	 +0.2413547141706014E+004	 +0.1132184162983709E+005	 -0.2863637014180266E+000	 +0.0000000000000000E+000	
     +11	 +0.2815736235849513E+004	 +0.5199526621981520E+005	 -0.2786297739699022E+000	 +0.0000000000000000E+000	
     +12	 +0.2441038412810339E+004	 +0.1409375847226422E+006	 -0.2593773067797978E+000	 +0.0000000000000000E+000	
     +13	 +0.2098075168768476E+004	 +0.2291797761732958E+006	 -0.2726372275092954E+000	 +0.0000000000000000E+000	
     +14	 +0.1734473267272419E+004	 +0.1882494510323633E+006	 -0.2599572113006776E+000	 +0.0000000000000000E+000	
     +15	 +0.1801048351571867E+004	 +0.2468061797526620E+005	 -0.2595387581677530E+000	 +0.0000000000000000E+000	
     +16	 +0.1274815904176303E+004	 +0.4360938955714771E+004	 -0.2536532329864534E+000	 +0.0000000000000000E+000	
     +17	 +0.1467387038462344E+004	 +0.5991376285379408E+003	 -0.2522850223209659E+000	 +0.8682494099244032E+003	
     +18	 +0.1518449347530463E+004	 +0.0000000000000000E+000	 -0.1336547860739557E+000	 +0.1518449347530463E+004	
     +19	 +0.1618136845210308E+004	 +0.0000000000000000E+000	 -0.9751393436365023E-001	 +0.1618136845210308E+004	
     +20	 +0.1552703662975664E+004	 +0.0000000000000000E+000	 -0.5089900989871597E-001	 +0.1552703662975664E+004	
     +21	 +0.1642569727783262E+004	 +0.0000000000000000E+000	 -0.3361287682138529E-001	 +0.1642569727783262E+004	
     +22	 +0.1672649926007871E+004	 +0.0000000000000000E+000	 -0.1127779178720573E-001	 +0.1672649926007871E+004	
     +23	 +0.1722129213715850E+004	 +0.0000000000000000E+000	 -0.4734704360743358E-002	 +0.1722129213715850E+004	
     +24	 +0.1823528621244206E+004	 +0.0000000000000000E+000	 +0.4904149753012696E-002	 +0.1823528621244206E+004	
     +25	 +0.1896722638072592E+004	 +0.0000000000000000E+000	 +0.7937961117445717E-002	 +0.1896722638072592E+004	
     +26	 +0.1998600017484417E+004	 +0.0000000000000000E+000	 +0.1258264709602990E-001	 +0.1998600017484417E+004	
     +27	 +0.2109616141413961E+004	 +0.0000000000000000E+000	 +0.1119081776751784E-001	 +0.2109616141413961E+004	
     +28	 +0.2198452581758770E+004	 +0.0000000000000000E+000	 +0.1362913590871746E-001	 +0.2198452581758770E+004	
     +29	 +0.2257584156348648E+004	 +0.0000000000000000E+000	 +0.1779481347480465E-001	 +0.2257584156348648E+004	
     +30	 +0.2319805339201297E+004	 +0.0000000000000000E+000	 +0.2162530428795601E-001	 +0.2319805339201297E+004	
     +31	 +0.2372465656240297E+004	 +0.0000000000000000E+000	 +0.2489166438266165E-001	 +0.2372465656240297E+004	
     +32	 +0.2531199452798091E+004	 +0.0000000000000000E+000	 -0.1025765259774329E+000	 +0.2531199452798091E+004	
     +33	 +0.2551782929498006E+004	 +0.1103811375238751E+003	 -0.1864467184037282E+000	 +0.2441401791974130E+004	
     +34	 +0.2566640819244731E+004	 +0.9866202718511787E+003	 -0.2140749498438692E+000	 +0.1580020547393553E+004	
     +35	 +0.3102604763090795E+004	 +0.2194045070282395E+005	 -0.2053048624273263E+000	 +0.0000000000000000E+000	
